ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000302	response to reactive oxygen species	32/2803	191/28814	0.00163927343386773	0.00974022487852515	0.00611846131001656	Tacr1/Capn1/Slc8a1/Il6/Ddr2/Jun/Hif1a/Ngb/Ptprn/Epor/Sesn1/Nfe2l2/Mapk8/Ect2/Endog/Cyp11a1/Aldh3a2/Gpr37/Fxn/Ercc6/Plk3/Sesn2/Anxa1/Adam9/Ptprk/Ppif/Crk/Ptk2b/Met/Rhob/Agap3/Gch1	32
GO:0046885	regulation of hormone biosynthetic process	9/2803	30/28814	0.00165411750743646	0.00978050181295168	0.00614376184137474	Nr3c1/H6pd/Hif1a/Stc2/Dkk3/Rest/Nfkb1/Igf1r/Por	9
GO:0006631	fatty acid metabolic process	63/2803	446/28814	0.00169744425186008	0.00999053436326344	0.00627569678630192	Alox5ap/Brca1/Cyp2j13/Cyp2j12/Acot1/Acot2/Ces2e/Ces2f/Cav1/Acly/Ces1d/Ces1e/Cygb/Prkab1/Acot11/Acox1/Ces2c/Ces2b/C1qtnf2/Cnr1/Abhd5/Apoc1/Ghsr/Tbxas1/Elovl6/Alox5/Gpat4/Auh/Aacs/Nudt7/Adipor2/Prkag2/Cyp4f18/Ehhadh/Cyp2s1/Pla2g5/Edn2/Aldh3a2/Fa2h/Acadl/Pnpla8/Elovl2/Adtrp/Sesn2/Anxa1/Mgll/Ces1f/Hacl1/Abhd2/Prkaa2/Prkar2b/Acat3/Eci2/Eci3/Pdk1/Cyp4a10/Cyp4a31/Adipor1/Por/Crot/Ankrd26/Irs1/Abhd3	63
GO:0035710	CD4-positive, alpha-beta T cell activation	22/2803	116/28814	0.00170887225317962	0.0100482979419731	0.00631198180290786	Il12b/Gadd45g/Rara/Il6/Tmem98/Socs5/Tcirg1/Shb/Il12a/Lef1/Cbfb/Prkcq/Rora/Nlrp3/Tgfbr2/Il6ra/Anxa1/Entpd7/Braf/Nckap1l/Cd55b/Smad7	22
GO:0071322	cellular response to carbohydrate stimulus	28/2803	161/28814	0.00176177543088833	0.0103106913610354	0.0064768079750505	Cacna1e/Foxa2/Prkaca/Hmgcr/Hif1a/Myt1/Ogt/Ptprn/Sin3a/Rab11fip2/Aacs/Camk2n1/Tra2b/Adcy8/Tcf7l2/Smad4/Nr1h4/Ern1/Nfkb1/Ndufaf2/Grk2/Cftr/Cacna1d/Prkaa2/Igf1r/Lrp5/Stxbp4/Calcrl	28
GO:0048706	embryonic skeletal system development	26/2803	146/28814	0.00178593870918302	0.0104117758790777	0.00654030565815299	Hsd17b7/Chst11/Wnt9b/Mdfi/Col2a1/Nog/Gnas/Mycn/Ctnnb1/Irx5/Setd2/Gli3/Pcsk5/Tgfbr2/Eya1/Alx1/Fuz/Tbx1/Osr2/Dmrt2/Tgfbr1/Rbp4/Xylt1/Dlg1/Ext1/Wdr19	26
GO:0071214	cellular response to abiotic stimulus	49/2803	330/28814	0.00188982650472941	0.0109063481417517	0.00685097828552217	Fbxo4/Cradd/Brca1/Bdkrb2/Efhd1/Xrcc6/Clock/Cav1/Blm/Grm1/Ripor2/Fignl1/Rgr/Xrcc5/Gja1/Hvcn1/Xpa/Slc24a4/D1Pas1/Ect2/Dhx36/Tmem161a/Ctnnb1/Yy1/Opn1sw/Fbxw7/Rest/Pde2a/Atp1a2/Wnt11/Micu1/Asic1/Mtch2/Actr5/Timp1/Serpinb6a/Pold3/Prkg2/Sfrp1/Bmf/Ptprk/Ddias/Rhob/Gsk3b/Agap3/Aipl1/Mylk/Nedd4/N4bp1	49
GO:0104004	cellular response to environmental stimulus	49/2803	330/28814	0.00188982650472941	0.0109063481417517	0.00685097828552217	Fbxo4/Cradd/Brca1/Bdkrb2/Efhd1/Xrcc6/Clock/Cav1/Blm/Grm1/Ripor2/Fignl1/Rgr/Xrcc5/Gja1/Hvcn1/Xpa/Slc24a4/D1Pas1/Ect2/Dhx36/Tmem161a/Ctnnb1/Yy1/Opn1sw/Fbxw7/Rest/Pde2a/Atp1a2/Wnt11/Micu1/Asic1/Mtch2/Actr5/Timp1/Serpinb6a/Pold3/Prkg2/Sfrp1/Bmf/Ptprk/Ddias/Rhob/Gsk3b/Agap3/Aipl1/Mylk/Nedd4/N4bp1	49
GO:0044070	regulation of anion transport	22/2803	117/28814	0.00191496480343695	0.0110309767169305	0.00692926550423264	Avpr1b/Adora1/P2rx7/Rgs4/Arg1/Nr3c1/Ces1d/Ces1e/Grm7/Stc2/Arl6ip1/Adora2a/Rgs2/Grik1/Htr6/Car2/Ces1f/Cftr/Prkg2/Ntsr1/Tcaf1/Abat	22
GO:0006379	mRNA cleavage	6/2803	15/28814	0.00194334896950502	0.0111429410986259	0.00699959752901099	Fip1l1/Polr2i/Ncbp1/Cpsf4l/Ern1/Cstf2t	6
GO:0046541	saliva secretion	6/2803	15/28814	0.00194334896950502	0.0111429410986259	0.00699959752901099	Tacr1/Trpc1/Chrm1/Adrb1/Neurog1/Chrm3	6
GO:0005996	monosaccharide metabolic process	42/2803	273/28814	0.00196099730877809	0.0112234652957364	0.00705017995299863	Akr1a1/Man1c1/Pgm2l1/Foxa2/Nr3c1/Onecut1/Slc35b4/Gsto2/H6pd/Il6/Gpd2/Hif1a/Ogt/C1qtnf2/Ppp1r3a/Aldob/Kbtbd2/Tcf7l2/Lcmt1/Man2b1/Chst1/Gulo/Wdr5/Rora/Rbks/Chst15/Sesn2/Igfbp3/Adra1b/Adpgk/Pkm/Supt20/Aldoart2/Phlda2/Man2a1/Lrp5/Esrrb/Pdk1/Adipor1/Gck/Rbp4/Irs1	42
GO:0060759	regulation of response to cytokine stimulus	26/2803	147/28814	0.00197291910554426	0.0112709791469946	0.0070800264569797	Angpt1/Med1/Nkiras1/Arg1/Cav1/Il6/Hif1a/Ptprf/Otud4/Trim32/Adam17/Irak2/Fadd/Cyld/Adar/Dhx9/Nr1h4/Cd300lf/C1qtnf4/Nkiras2/Lsm14a/Robo1/Map2k5/Pycard/Tlr2/Irak3	26
GO:0097553	calcium ion transmembrane import into cytosol	27/2803	155/28814	0.0020549022628532	0.0115904677452779	0.00728071778104737	Slc8a2/Drd2/Trpc1/Itgav/Tmem38b/Slc8a1/P2rx7/Cacna1e/Itpr2/Hap1/Adrb1/Slc24a4/Grin2c/Ibtk/F2r/Itgb3/Calm1/Lyn/Cacna1d/Ntsr1/Adrb2/P2rx1/Ryr3/Ank2/Drd1/Ptk2b/Cacna1c	27
GO:0034763	negative regulation of transmembrane transport	25/2803	140/28814	0.00208018571007383	0.0117012795091506	0.00735032577248547	Drd2/Pea15a/Oprl1/Rgs4/Thbs1/Slc26a5/Cav1/Gpr35/Stxbp3/Rhoq/Kcnab1/Rgs2/Calm1/Cav3/Atp1a2/Ephb2/Oaz1/Grk2/Ntsr1/Kcne3/Ppif/Ywhae/Rsc1a1/Cabp1/Nedd4	25
GO:0045761	regulation of adenylate cyclase activity	12/2803	49/28814	0.00211173181003084	0.0118573074671434	0.00744833696177174	Drd2/Galr3/Akap9/Cap2/Galr1/Adrb1/Adcy2/Adcy3/Cacna1d/Adrb2/Drd1/Cacna1c	12
GO:0042749	regulation of circadian sleep/wake cycle	9/2803	31/28814	0.00213197180700526	0.0119386586710627	0.00749943888189278	Drd2/Adora1/Il6/Adrb1/Adora2a/Chrnb2/Ghrh/Drd1/Nps	9
GO:0008645	hexose transmembrane transport	22/2803	118/28814	0.00214179893109653	0.011982912797788	0.0075272377433723	Pea15a/Slc5a1/Slc26a5/Rps6kb1/Stxbp3/C1qtnf2/Rhoq/Nfe2l2/Klf15/Adipor2/Sort1/Erbb4/Grk2/Sesn2/Braf/Ak1/Ocln/Stxbp4/Drd1/Rsc1a1/Met/Irs1	22
GO:0009755	hormone-mediated signaling pathway	28/2803	164/28814	0.00232991469123784	0.0128734505610808	0.00808664175280421	Med1/Brca1/Cnot9/Clock/Nr3c1/Rara/Akap13/Pak1/Ddrgk1/Lmo3/Ghsr/Ncor2/Adipor2/Nr5a1/Lancl2/Bdnf/Cyp7b1/Rarb/Skp2/Abhd2/Sfrp1/Pgr/Sgk1/Adipor1/Ube3a/Gphb5/Nedd4/Carm1	28
GO:0030202	heparin metabolic process	5/2803	11/28814	0.00242591904726275	0.0131816735665839	0.00828025643393806	Angpt1/Hs2st1/Glce/Hpse/Ext1	5
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	5/2803	11/28814	0.00242591904726275	0.0131816735665839	0.00828025643393806	Ccdc40/Rfx3/Cfap45/Ccdc39/Dnah11	5
GO:0099639	neurotransmitter receptor transport, endosome to plasma membrane	5/2803	11/28814	0.00242591904726275	0.0131816735665839	0.00828025643393806	Nsg1/Grip1/Arhgap44/Myo5b/Grip2	5
GO:1901632	regulation of synaptic vesicle membrane organization	5/2803	11/28814	0.00242591904726275	0.0131816735665839	0.00828025643393806	Cplx2/Grik5/Vamp1/Syt7/Cplx3	5
GO:0071346	cellular response to interferon-gamma	21/2803	112/28814	0.00248347491527081	0.0134826489079262	0.00846931839136082	Med1/Il12b/Gsn/Was/Irf8/Vamp4/Arg1/Rps6kb1/Ccl24/Stxbp3/Pde12/Myo18a/Flnb/Cdc42ep4/Kif16b/Gbp3/Stxbp4/Stat1/Cdc42/Actg1/Tlr2	21
GO:0006925	inflammatory cell apoptotic process	8/2803	26/28814	0.00249308531137066	0.0134877864760253	0.0084725456281068	Itpkb/Il6/Selenos/Ghsr/Nod2/Anxa1/Tcp1/Pik3cd	8
GO:0097164	ammonium ion metabolic process	8/2803	26/28814	0.00249308531137066	0.0134877864760253	0.0084725456281068	Ddc/Chka/Hdc/Hnmt/Atp2b2/Pde1b/Maoa/Gch1	8
GO:0071333	cellular response to glucose stimulus	26/2803	150/28814	0.00263744959868648	0.0142070922586684	0.00892438782436619	Cacna1e/Foxa2/Prkaca/Hmgcr/Hif1a/Myt1/Ogt/Ptprn/Sin3a/Rab11fip2/Aacs/Camk2n1/Tra2b/Adcy8/Tcf7l2/Smad4/Nr1h4/Ern1/Ndufaf2/Grk2/Cftr/Cacna1d/Prkaa2/Igf1r/Lrp5/Stxbp4	26
GO:0007009	plasma membrane organization	27/2803	158/28814	0.00272099033441004	0.0145189432839514	0.00912028149791884	Anxa6/Gsn/P2rx7/Mymk/Cav1/Spaca3/Micall1/Adam1a/Atp2a2/Plekhm2/Clu/Snx18/Fa2h/Cav3/Plscr3/Syt7/Pacsin2/Xkr7/Mafb/Ank2/Baiap2/Sgip1/Cavin2/Bin2/Cd9/Eqtn/Trpc5	27
GO:2001020	regulation of response to DNA damage stimulus	40/2803	262/28814	0.00283911426986553	0.0149317268230174	0.00937957737092844	Fbxo4/Parg/Brca1/Mgmt/Mms19/Was/Suv39h1/Ino80c/Blm/Otub2/Psmd10/Zfp365/Fignl1/Snai1/Trp73/Trim32/Armt1/Endog/Tmem161a/Yy1/Otub1/Setd2/Clu/Fem1b/Dhx9/Hic1/Ackr3/Nsmce4a/Mtch2/Ercc6/Eya1/Epc1/Actr5/Nacc2/Fus/Ddias/Rnf169/Fancb/Mrnip/Rnaseh2b	40
GO:0000209	protein polyubiquitination	39/2803	254/28814	0.00287162145337209	0.0150265435211328	0.00943913783346368	Fbxo4/Fbxl7/Rnf186/Syvn1/Toporsl/Brca1/Otub2/Rnf135/Rnf19a/Map3k1/Ube2q2/Shprh/Arih2/Ube2g1/Rnf187/Anapc4/Hectd1/Rnf213/Ppil2/D1Pas1/Trim32/Ctnnb1/Nod2/Ube2e3/Otub1/Cbfb/Dcaf15/Tnks/Anapc5/Cdc23/D7Ertd443e/Wwp2/Skp2/Rnf125/Rnf165/Dtl/Peli2/Ube3a/Nedd4	39
GO:0110149	regulation of biomineralization	20/2803	106/28814	0.00287849329785814	0.015037229669264	0.00944585048996896	Suv39h1/Slc8a1/Pkdcc/P2rx7/Acvr1/Ddr2/Hif1a/Omd/Gja1/Mepe/Nfe2/Alox5/Ptn/Kl/Mgp/Tmem119/Cftr/Adrb2/Osr2/Ptk2b	20
GO:0009615	response to virus	49/2803	337/28814	0.00291248090072789	0.0151892952837794	0.00954137267663302	Ifnar2/Il12b/Polr3k/Apobec1/Aicda/Agbl4/Dhx58/Rnf135/Mid2/Il6/Hif1a/Ndufaf4/Sin3a/Serinc3/Ncbp1/Polr3g/Apobec3/D1Pas1/Trim32/Dhx36/Il12a/Rps15a/Gbf1/Fadd/Atg16l1/Adar/Becn1/Setd2/Dhx9/Clpb/Nfkb1/Nlrp3/Cd8a/Nploc4/Vapb/Trim25/Ercc6/Mx1/Skp2/Rnf125/Lsm14a/Lyst/Ddx1/Pycard/Stat1/Senp7/Irak3/Ext1/Ddit4	49
GO:0050905	neuromuscular process	32/2803	198/28814	0.00294191402101013	0.015315786624056	0.00962083001783268	Agtpbp1/Nefl/Nbn/Gaa/Drd2/Grin3a/Stac/Ankfn1/Spg20/Aph1c/Bloc1s4/Camta1/Atxn2/Grin2c/Scn1a/Aplp2/Npas1/Adora2a/Myh14/Neurog1/Foxs1/Rest/Cav3/Fxn/App/Dlg4/Chrna1/Atp2b2/Adrb2/Kcnj2/Gbx1/Gch1	32
GO:0048512	circadian behavior	14/2803	64/28814	0.00294411379299743	0.015315786624056	0.00962083001783268	Drd2/Adora1/Oprl1/Ankfn1/Il6/Six3/Adrb1/Adora2a/Chrnb2/Id2/Ghrh/Gpr176/Drd1/Nps	14
GO:0009582	detection of abiotic stimulus	24/2803	136/28814	0.00296169615645687	0.0153651849743925	0.00965186029681311	Adora1/Ngfr/Prrxl1/Ccdc66/Ntrk1/Pde6d/Rgr/Slc24a4/Scn1a/Phf24/Sema5b/Nox3/Opn1sw/Prdm12/Rest/Cav3/Atp2b2/Tmc1/Ntsr1/Tmem120a/Rbp4/Sema5a/Aipl1/Kit	24
GO:0043414	macromolecule methylation	48/2803	329/28814	0.00298081113674402	0.0154293524093974	0.00969216798717311	Piwil2/Tdrd5/Dnmt3b/Mettl2/Kdm4b/Brca1/Ash2l/Suv39h1/Nfyc/Lcor/Setd6/Nsun6/Rbm15/Prmt8/Pwp1/Kansl1/Ogt/Mettl8/Zcchc4/Tyw3/Trmo/Auts2/Gnas/Dppa3/Ctnnb1/Prmt3/Mettl16/Nfyb/Tdrd1/Smad4/Stpg4/Lcmt1/Setd2/Prdm12/Nr1h4/Mllt6/Wdr5/Rsl1/Morc1/Asz1/Mettl15/Trmt10b/Larp7/Cmtr1/Gsk3b/Tarbp1/Carm1/Prdm8	48
GO:0050818	regulation of coagulation	15/2803	71/28814	0.00303948192138269	0.01568090631686	0.00985018516535829	Thbs1/Foxa2/Cav1/Nfe2l2/F2r/Pdgfb/Adtrp/Ephb2/Adrb2/Anxa5/Hs3st5/Hpse/Cd9/Abat/Serpinf2	15
GO:0006665	sphingolipid metabolic process	25/2803	144/28814	0.00307980356099572	0.0158233801768319	0.00993968215447288	Galc/B4galt5/St3gal3/Pemt/P2rx7/Serinc3/Elovl6/Enpp2/St8sia3/B4galt4/A3galt2/Spns2/Zpbp2/Ormdl3/Fa2h/Elovl2/Cerk/St6galnac6/Plpp3/P2rx1/St6galnac5/Sptssa/Pnpla1/Enpp7/Kit	25
GO:0010821	regulation of mitochondrion organization	25/2803	144/28814	0.00307980356099572	0.0158233801768319	0.00993968215447288	Pdcd5/Higd1a/Rhot1/Psmd10/Hif1a/Slc25a5/Slc35f6/Fis1/Adck1/Pisd/Mff/Endog/Ddhd1/Fbxw7/Mcu/Pde2a/Fxn/Plscr3/Mtch2/Vps13d/Bmf/Ppif/Pycard/Prelid1/Gsk3b	25
GO:0009991	response to extracellular stimulus	57/2803	406/28814	0.00312017935478964	0.0159912401994034	0.0100451258240401	Med1/Gabarapl2/Pik3c3/Suv39h1/Cckar/Pemt/P2rx7/Pik3r4/Lrp6/Wnt9b/Higd1a/Tfeb/Foxa2/Rasal2/Ldlr/Prkab1/Rps6kb1/Ntrk1/Bcas3/Rbp1/Gast/Jun/Myocd/Dap/Sesn1/Nfe2l2/Ghsr/Adrb1/Cntn2/Wipi1/Mapk8/Adsl/Gdf15/Aacs/Tcf7l2/Prkag2/Becn1/Vps41/Mybbp1a/Nr1h4/Arhgap35/Chrna7/Asgr1/Ercc6/Sesn2/Lct/Lars/Postn/Prkaa2/Wdr59/Bmf/Adrb2/Ghrh/Sgip1/Gck/Pik3c2b/Nim1k	57
GO:0009566	fertilization	34/2803	215/28814	0.00319145318170141	0.0162761498464002	0.0102240958862041	Clic4/Nectin2/Prss55/Itgav/Astl/Spaca3/Plat/Mfge8/Spink13/Adam1a/Meiob/Adam1b/Syt6/Cacna1h/Smad4/Bsph1/Sec23ip/Insl6/Zpbp2/Spink2/Atp1a4/Adcy3/Slc22a16/Clgn/Abhd2/Aldoart2/Tcp1/Adam32/Nell2/Fndc3a/Ube3a/Acrbp/Cd9/Eqtn	34
GO:0009713	catechol-containing compound biosynthetic process	8/2803	27/28814	0.00324446722569232	0.0164656050646993	0.0103431048862632	Th/Insm1/Ddc/Hdc/Kl/Gpr37/Moxd1/Gch1	8
GO:0042423	catecholamine biosynthetic process	8/2803	27/28814	0.00324446722569232	0.0164656050646993	0.0103431048862632	Th/Insm1/Ddc/Hdc/Kl/Gpr37/Moxd1/Gch1	8
GO:0051571	positive regulation of histone H3-K4 methylation	8/2803	27/28814	0.00324446722569232	0.0164656050646993	0.0103431048862632	Dnmt3b/Brca1/Kansl1/Ogt/Auts2/Ctnnb1/Smad4/Wdr5	8
GO:0009581	detection of external stimulus	24/2803	137/28814	0.00326669254793138	0.0165433333354514	0.0103919310091938	Adora1/Ngfr/Prrxl1/Ccdc66/Ntrk1/Pde6d/Rgr/Slc24a4/Scn1a/Phf24/Sema5b/Nox3/Opn1sw/Prdm12/Rest/Cav3/Atp2b2/Tmc1/Ntsr1/Tmem120a/Rbp4/Sema5a/Aipl1/Kit	24
GO:1902882	regulation of response to oxidative stress	19/2803	100/28814	0.00333462131054708	0.0168135116605479	0.0105616473812001	Mapkap1/Ddr2/Hif1a/Ngb/Epor/Sesn1/Nfe2l2/Alox5/Endog/Ctnnb1/Fbxw7/Rest/Gpr37/Pnpla8/App/Sesn2/Lancl1/Met/Gch1	19
GO:0046634	regulation of alpha-beta T cell activation	21/2803	115/28814	0.00344996703952808	0.0172277022896081	0.0108218271378773	Il12b/Itpkb/Btla/Blm/Rara/Il6/Socs5/Shb/Il12a/Prdm1/Zbtb16/Adora2a/Cbfb/Gli3/Prkcq/Nlrp3/Tgfbr2/Anxa1/Nckap1l/Cd55b/Smad7	21
GO:0034976	response to endoplasmic reticulum stress	39/2803	257/28814	0.00353289414060495	0.0175853971331311	0.011046518260329	Rnf186/Syvn1/Nccrp1/Thbs1/Nrros/Parp16/Cav1/Marcks/Rnft1/Selenos/Serp2/Jun/Dnajb2/Stc2/Serinc3/Ddrgk1/Nfe2l2/D1Pas1/Alox5/Rasgrf1/Cdk5rap3/Clu/Nck1/Jkamp/Apaf1/Ern1/Atg10/App/Nploc4/Clgn/Vapb/Trim25/Sesn2/Cftr/Srpx/Atp2a3/Nck2/Gsk3b/Dnajb12	39
GO:0031330	negative regulation of cellular catabolic process	38/2803	249/28814	0.00357956173028326	0.0177892505143447	0.0111745716719726	Gabarapl2/Epha4/Pik3cg/Apobec1/Vegfa/Hnrnpu/Nampt/Ogt/Cnr1/Fhit/Ddrgk1/Apoc1/Dap/Pdcl3/Npc1/Dhx36/Cdk5rap3/Ptk2/Mettl16/Lrpprc/Becn1/Srsf1/Dhx9/Anks1/Pkp1/Tob1/Timp1/Adra1b/Bmf/Nbas/Fus/Fez1/Tbc1d14/Timp4/Eif3h/Timp3/Scfd1/N4bp1	38
GO:0032944	regulation of mononuclear cell proliferation	38/2803	249/28814	0.00357956173028326	0.0177892505143447	0.0111745716719726	Tacr1/Il12b/Blk/Lmo1/Btla/Arg1/Blm/Il6/Ripor2/Foxj1/Prkar1a/Il12a/Tnfrsf21/Ctnnb1/Csf1r/Prdm1/H2-DMb1/Fadd/Crp/Chrnb2/Nck1/Prkcq/Lyn/Itgal/Tnfsf9/Sos1/Ephb2/Tgfbr2/Anxa1/Clcf1/Slc39a10/Ikzf3/Stat5b/Nckap1l/Cd55b/Pycard/Nck2/Dlg1	38
GO:0032941	secretion by tissue	12/2803	52/28814	0.00359447757061392	0.017849132242594	0.0112121872344509	Tacr1/Trpc1/Adora1/Chrm1/Cckar/Copa/Gja1/Adrb1/Trp73/Neurog1/Slc4a5/Chrm3	12
GO:0031123	RNA 3'-end processing	20/2803	108/28814	0.00360172215533108	0.0178566272780626	0.0112168953479805	Exosc9/Fip1l1/Lsm11/Polr3k/Ints6/Snrpa/Ncbp1/Dhx36/Rprd1b/Eri1/Exosc2/Ints6l/Papola/Cpsf4l/Cstf2t/Rprd2/App/Papolb/Larp7/Ythdc1	20
GO:0009062	fatty acid catabolic process	19/2803	101/28814	0.00374063228721202	0.0183319579647596	0.0115154811047048	Acot2/Ces1d/Acox1/Cnr1/Auh/Nudt7/Ehhadh/Acadl/Adtrp/Sesn2/Ces1f/Hacl1/Abhd2/Acat3/Eci2/Eci3/Crot/Irs1/Abhd3	19
GO:0008356	asymmetric cell division	7/2803	22/28814	0.00374470058313381	0.0183319579647596	0.0115154811047048	Wnt9b/Ing2/Zbtb16/Cntrl/Tead3/Pou5f1/Sox5	7
GO:0031579	membrane raft organization	7/2803	22/28814	0.00374470058313381	0.0183319579647596	0.0115154811047048	Gsn/Cav1/Npc1/Fa2h/Cav3/Pacsin2/Dlg1	7
GO:0043576	regulation of respiratory gaseous exchange	7/2803	22/28814	0.00374470058313381	0.0183319579647596	0.0115154811047048	Adora1/Phox2a/Phox2b/Pbx3/Atp1a2/Ntsr1/Gls	7
GO:0046782	regulation of viral transcription	7/2803	22/28814	0.00374470058313381	0.0183319579647596	0.0115154811047048	Map3k1/Mid2/Trim32/Trim31/Mdfic/Dhx9/Larp7	7
GO:0071625	vocalization behavior	7/2803	22/28814	0.00374470058313381	0.0183319579647596	0.0115154811047048	Nrxn2/Auts2/Myh14/Neurog1/Gli3/Dlg4/Ext1	7
GO:2000114	regulation of establishment of cell polarity	7/2803	22/28814	0.00374470058313381	0.0183319579647596	0.0115154811047048	Gsn/Ankfn1/Ripor2/Bcas3/Kank1/Shtn1/Ptk2b	7
GO:0034650	cortisol metabolic process	5/2803	12/28814	0.0038273773428103	0.0185218111511119	0.0116347400940779	H6pd/Dkk3/Cyp11a1/Cacna1h/Rest	5
GO:0042996	regulation of Golgi to plasma membrane protein transport	5/2803	12/28814	0.0038273773428103	0.0185218111511119	0.0116347400940779	Pkdcc/Vamp4/Lyplal1/Cnst/Rsc1a1	5
GO:0071732	cellular response to nitric oxide	5/2803	12/28814	0.0038273773428103	0.0185218111511119	0.0116347400940779	Kcnc2/Thbs1/Bcar1/Mapk8/Crk	5
GO:0098762	meiotic cell cycle phase	5/2803	12/28814	0.0038273773428103	0.0185218111511119	0.0116347400940779	Piwil2/Mei1/Xrcc5/D1Pas1/Ttk	5
GO:0098764	meiosis I cell cycle phase	5/2803	12/28814	0.0038273773428103	0.0185218111511119	0.0116347400940779	Piwil2/Mei1/Xrcc5/D1Pas1/Ttk	5
GO:0042475	odontogenesis of dentin-containing tooth	18/2803	94/28814	0.00386047783269892	0.0186350352435784	0.0117058634241609	Lrp4/Edar/Ngfr/Lrp6/Tnfrsf11b/Tcirg1/Slc24a4/Dlx3/Ctnnb1/Tcf7l2/Lef1/Gli3/Nfic/Apcdd1/Cftr/Tbx1/Dmrt3/Wdr72	18
GO:0051983	regulation of chromosome segregation	18/2803	94/28814	0.00386047783269892	0.0186350352435784	0.0117058634241609	Rcc2/Kif2c/Smc2/Cdc6/Hnrnpu/Anapc4/Nek6/Hormad1/Zw10/Kif2b/Lcmt1/Becn1/Anapc5/Cdc23/Bub1b/Ttk/Usp44/Ncapd3	18
GO:0006383	transcription by RNA polymerase III	11/2803	46/28814	0.00389336954452743	0.0187647152892974	0.0117873237962066	Polr3k/Foxa2/Polr3g/Dhx36/Snapc1/Mybbp1a/Snapc3/Gtf3c3/Ercc6/Gtf3c4/Brf2	11
GO:0043112	receptor metabolic process	15/2803	73/28814	0.00401780068434531	0.019200955380981	0.0120613542376113	Ece1/Nsg1/Capn1/Rnf43/Pik3r4/Tbc1d16/Lmtk2/Ldlr/Mylip/Gria3/Inpp5f/Becn1/Kif16b/Gprasp1/Nedd4	15
GO:0048678	response to axon injury	15/2803	73/28814	0.00401780068434531	0.019200955380981	0.0120613542376113	Nefl/Epha4/Jun/Ptprf/Inpp5f/Dpysl3/Ptprs/Adam17/Ptn/Ntrk3/Gap43/Rtn4rl1/Braf/Igf1r/Xylt1	15
GO:0070661	leukocyte proliferation	52/2803	368/28814	0.00402766855197976	0.0192333528168543	0.0120817051494646	Tacr1/Il12b/Blk/Lmo1/P2rx7/Btla/Arg1/Blm/Il6/Ripor2/Msn/Tcirg1/Shb/Gja1/Foxj1/Crip3/Prkar1a/Il12a/Tnfrsf21/Ctnnb1/Csf1r/Prdm1/Lef1/H2-DMb1/Ptk2/Fadd/Crp/Chrnb2/Clu/Ccnd3/Nck1/Prkcq/Lyn/Il7r/Itgal/Cd70/Tnfsf9/Sos1/Ephb2/Tgfbr2/Anxa1/Clcf1/Elf4/Slc39a10/Ikzf3/Stat5b/Nckap1l/Cd55b/Pycard/Nck2/Gsk3b/Dlg1	52
GO:0001845	phagolysosome assembly	6/2803	17/28814	0.00405278534981812	0.0192499575692734	0.0120921356617481	P2rx7/Rab39/Pla2g5/Rab14/Syt7/Srpx	6
GO:0035728	response to hepatocyte growth factor	6/2803	17/28814	0.00405278534981812	0.0192499575692734	0.0120921356617481	Med1/Il6/Bcar1/Crk/Nrp1/Gsk3b	6
GO:0071731	response to nitric oxide	6/2803	17/28814	0.00405278534981812	0.0192499575692734	0.0120921356617481	Kcnc2/Itgav/Thbs1/Bcar1/Mapk8/Crk	6
GO:0001835	blastocyst hatching	10/2803	40/28814	0.00413032260079647	0.0195437073215499	0.0122766587622458	Suv39h1/Pemt/Asf1b/Crxos/9130008F23Rik/Slc25a34/Hs3st6/Zfp420/Zfp14/Lpar6	10
GO:0006418	tRNA aminoacylation for protein translation	10/2803	40/28814	0.00413032260079647	0.0195437073215499	0.0122766587622458	Nars2/Fars2/Wars2/Rars/Dars/Tarsl2/Tars2/Cars/Lars/Lars2	10
GO:0035188	hatching	10/2803	40/28814	0.00413032260079647	0.0195437073215499	0.0122766587622458	Suv39h1/Pemt/Asf1b/Crxos/9130008F23Rik/Slc25a34/Hs3st6/Zfp420/Zfp14/Lpar6	10
GO:0071684	organism emergence from protective structure	10/2803	40/28814	0.00413032260079647	0.0195437073215499	0.0122766587622458	Suv39h1/Pemt/Asf1b/Crxos/9130008F23Rik/Slc25a34/Hs3st6/Zfp420/Zfp14/Lpar6	10
GO:0071496	cellular response to external stimulus	44/2803	301/28814	0.00416660366078254	0.0196705390414654	0.012356329917775	Cradd/Med1/Gabarapl2/Pik3c3/Suv39h1/P2rx7/Pik3r4/Wnt9b/Higd1a/Tfeb/Foxa2/Cav1/Prkab1/Ripor2/Jun/Myocd/Dap/Sesn1/Nfe2l2/Wipi1/Mapk8/Ctnnb1/Tcf7l2/Prkag2/Becn1/Vps41/Mybbp1a/Nr1h4/Arhgap35/Pde2a/Atp1a2/Wnt11/Asgr1/Ercc6/Sesn2/Lars/Postn/Prkaa2/Wdr59/Bmf/Gck/Pik3c2b/Gsk3b/Nim1k	44
GO:0014910	regulation of smooth muscle cell migration	18/2803	95/28814	0.00433919253183366	0.0202853993211173	0.0127425631802544	Tacr1/Dock5/Rps6kb1/Pak1/Hdac4/Ddr2/Myocd/Nfe2l2/Trib1/Itgb3/Ptk2/Pcsk5/Pdgfb/Igfbp3/Postn/Pgr/Crk/Sema6d	18
